symbol,data_days,start_date,end_date,spot_listed_at,perp_listed_at,listing_trade_start,is_listing_censored,avg_volume_usd,corr_zscore_next,return_gross,sharpe_gross,win_gross,dd_gross,return_net,sharpe_net,win_net,dd_net,n_trades,turnover_pct,total_cost
POL,556,2024-09-13,2026-03-22,2024-09-13T00:00:00+00:00,2024-09-13T00:00:00+00:00,2024-09-13T00:00:00+00:00,False,17569044.375719175,0.0336682756169797,-0.8940320119263425,-0.6971764634112474,46.49446494464944,-1.4061616204326972,-1.085632011926341,-0.8462782980633733,46.309963099631,-1.522161620432697,240,44.28044280442804,0.1916
HEMI,181,2025-09-23,2026-03-22,2025-09-23T00:00:00+00:00,2025-08-29T00:00:00+00:00,2025-09-23T00:00:00+00:00,False,12974374.422613071,0.0343243466597472,-0.427072758068455,-0.7536035607756832,48.50299401197605,-0.988421059269226,-0.4874727580684564,-0.8604589839416747,47.90419161676647,-1.0236210592692268,76,45.50898203592814,0.0603999999999999
VIC,376,2025-03-12,2026-03-22,2023-11-24T00:00:00+00:00,2025-03-12T00:00:00+00:00,2025-03-12T00:00:00+00:00,False,2212101.224294266,0.0271838182514771,-1.069978639614605,-0.8204231149642298,47.23756906077348,-1.7522168116962873,-1.1847786396146005,-0.9083718725151726,47.23756906077348,-1.7658168116962876,144,39.77900552486188,0.1148
ENA,720,2024-04-02,2026-03-22,2024-04-02T00:00:00+00:00,2024-04-02T00:00:00+00:00,2024-04-02T00:00:00+00:00,False,93046388.54615349,0.0819483796332963,-2.267960525001935,-0.8773865577098187,47.1671388101983,-3.445922355487145,-2.5499605250019313,-0.9866010512102892,46.88385269121813,-3.625122355487141,353,50.0,0.282
SOPH,299,2025-05-28,2026-03-22,2025-05-28T00:00:00+00:00,2025-05-28T00:00:00+00:00,2025-05-28T00:00:00+00:00,False,3756375.457228161,0.0801159738678354,-0.7358065915327892,-0.8921007760801632,51.578947368421055,-1.4288575885239485,-0.8234065915327903,-0.998086554079158,51.578947368421055,-1.467257588523949,110,38.59649122807017,0.0876
LAYER,405,2025-02-11,2026-03-22,2025-02-11T00:00:00+00:00,2025-02-11T00:00:00+00:00,2025-02-11T00:00:00+00:00,False,11594268.852917222,0.1344487607238512,-1.1562294816355887,-0.91036851571847,46.29156010230179,-2.8495506016230183,-1.267829481635588,-0.9983453102254872,46.29156010230179,-2.927150601623018,140,35.80562659846547,0.1116
HAEDAL,306,2025-05-21,2026-03-22,2025-05-21T00:00:00+00:00,2025-05-01T00:00:00+00:00,2025-05-21T00:00:00+00:00,False,3073192.842238333,0.0573657622736467,-0.825511465902011,-0.894193729139672,50.0,-1.665039362673446,-0.9379114659020082,-1.0156184580417966,49.65753424657534,-1.7162393626734465,141,48.28767123287671,0.1124
VTHO,425,2025-01-22,2026-03-22,2020-12-31T00:00:00+00:00,2025-01-22T00:00:00+00:00,2025-01-22T00:00:00+00:00,False,3382429.507212765,0.041080005082965,-0.8719350019104386,-0.882335220527035,49.63503649635037,-1.6155146791250614,-1.0043350019104411,-1.0166636602776755,49.63503649635037,-1.728314679125064,166,40.38929440389295,0.1324
THE,481,2024-11-27,2026-03-22,2024-11-27T00:00:00+00:00,2024-11-27T00:00:00+00:00,2024-11-27T00:00:00+00:00,False,15524856.61923915,0.0095678785649839,-1.7607147899047235,-0.9311371398886504,51.39186295503212,-2.347152952778216,-1.933914789904719,-1.022915290558856,50.74946466809421,-2.5087529527782113,217,46.466809421841546,0.1732
ALT,788,2024-01-25,2026-03-22,2024-01-25T00:00:00+00:00,2024-01-25T00:00:00+00:00,2024-01-25T00:00:00+00:00,False,16494452.2810958,0.0661840235861531,-2.570929254394907,-1.0178160745309968,49.224806201550386,-3.111429359206556,-2.841729254394903,-1.125188289035824,48.837209302325576,-3.29142935920655,339,43.798449612403104,0.2708
ARK,913,2023-09-22,2026-03-22,2023-09-22T00:00:00+00:00,2023-09-19T00:00:00+00:00,2023-09-22T00:00:00+00:00,False,5236511.950291348,0.091833195641934,-2.913254648562479,-1.0284603140895752,46.38487208008899,-3.4305447068670665,-3.1944546485624694,-1.1278583692271067,45.82869855394883,-3.704944706867056,352,39.15461624026697,0.2812
