symbol,window,is_listing_censored,obs,mean_pnl,std_pnl,return_net,sharpe_net,full_30_obs
OPEN,30-59,False,30,-0.009893082288130562,0.09503998118597108,-0.29679246864391684,-1.988711165235146,True
OPEN,60-89,False,30,0.007758200226542982,0.03897520862563357,0.23274600679628946,3.8029355694930835,True
OPEN,90-119,False,30,-0.0006649257058427137,0.041980879522181325,-0.01994777117528141,-0.3025993718515813,True
OPEN,120-149,False,30,-0.00411026150212721,0.06899581992291251,-0.12330784506381631,-1.1381332351181879,True
OPEN,150-179,False,30,-0.00622291740828023,0.04115127222910505,-0.1866875222484069,-2.8890642673375924,True
ORCA,14-29,False,16,-0.004254041090496663,0.043138067496340145,-0.06806465744794661,,False
ORCA,30-59,False,30,0.0008034553344916401,0.06735716975178645,0.024103660034749202,0.22788951300910298,True
ORCA,60-89,False,30,0.00030147677543661033,0.060074564544283185,0.00904430326309831,0.0958759460206892,True
ORCA,90-119,False,30,-0.04153810611452303,0.19304621950927342,-1.2461431834356909,-4.110851821167899,True
ORCA,120-149,False,30,-0.0244622245995145,0.13196504313486446,-0.733866737985435,-3.541469268386077,True
ORCA,150-179,False,30,-0.006965695123426023,0.06039653222473838,-0.20897085370278068,-2.2034281368987028,True
ORDI,14-29,False,16,0.019285326741288418,0.18262777465524097,0.3085652278606147,,False
ORDI,30-59,False,30,0.005818462449718712,0.11474982564832736,0.17455387349156135,0.9687297422101215,True
ORDI,60-89,False,30,-0.005003240180950957,0.06212769029316146,-0.15009720542852872,-1.5385534049603025,True
ORDI,90-119,False,30,-0.014620077421754167,0.05747392701625691,-0.438602322652625,-4.8598764944902,True
ORDI,120-149,False,30,-0.014236005436270667,0.054025233059014646,-0.42708016308812,-5.034286509703714,True
ORDI,150-179,False,30,-0.012330656279306507,0.08929279653154473,-0.3699196883791952,-2.6382515341809865,True
OXT,14-29,False,16,0.02127301958053165,0.04035506888097863,0.3403683132885064,,False
OXT,30-59,False,30,0.0017334386443166598,0.06678900446142744,0.052003159329499796,0.4958495648563202,True
OXT,60-89,False,30,-0.00406389373724504,0.03201682395381594,-0.1219168121173512,-2.4249932143880044,True
OXT,90-119,False,30,-0.0026557806897214964,0.042429323829993815,-0.07967342069164489,-1.195838496929574,True
