symbol,ret_m1_14_29,ret_m2_30_59,cum_m2_end_14_59,is_listing_censored
ONE,-0.2198058419221503,0.885876257559201,0.6660704156370507,False
ONG,-0.1495799862804694,0.04285846601596498,-0.10672152026450442,False
ONT,0.17894657326467678,-1.185565984225097,-1.00661941096042,True
OP,-0.2525526567657371,-1.0231533074812005,-1.2757059642469375,False
OPEN,-0.43507917822949393,-0.29679246864391684,-0.7318716468734108,False
ORCA,-0.06806465744794661,0.024103660034749202,-0.04396099741319742,False
ORDI,0.3085652278606147,0.17455387349156135,0.483119101352176,False
OXT,0.3403683132885064,0.052003159329499796,0.3923714726180062,False
PARTI,-0.11034500045344092,0.8090993001252893,0.6987542996718483,False
PAXG,-0.1055449144375335,0.0393712647242127,-0.06617364971332079,False
PENDLE,0.20242382022854066,0.2122806781133534,0.41470449834189405,False
PENGU,-0.1205985290475508,-0.6904006043077717,-0.8109991333553225,False
PEOPLE,-0.29561089058065,0.61544654755303,0.3198356569723799,False
PHA,0.34603559211911983,-0.081578439100308,0.26445715301881184,False
PHB,-0.340216577661393,-0.2742646682778817,-0.6144812459392747,False
PIXEL,0.27142943390523017,-0.2784250032015079,-0.006995569296277752,False
PLUME,0.12207453243079378,0.4644154465064776,0.5864899789372713,False
PNUT,0.0730342859700078,0.3389257890855254,0.4119600750555332,False
POL,0.014177393075693408,-0.1579664155493783,-0.14378902247368489,False
POLYX,-0.1146601131608905,0.1429654360116949,0.028305322850804403,False
PORTAL,-0.1355663418503788,-0.06593384806023835,-0.2015001899106172,False
POWR,-0.06173556327246319,0.212205652346366,0.15047008907390283,False
PROM,0.1377920953735066,0.0440557880118851,0.18184788338539168,False
PROVE,-0.2263482993549057,-0.02962481100743931,-0.255973110362345,False
PUMP,0.5404301259844758,0.2227140450582892,0.763144171042765,False
PUNDIX,0.1448764563019771,-0.0530164810868408,0.09185997521513631,False
PYTH,-0.33483975662736587,0.38361398412003905,0.0487742274926732,False
QNT,0.14484502531386623,-0.10875850013123248,0.03608652518263376,False
QTUM,0.6554013422789455,-0.44582596979697275,0.20957537248197278,True
RARE,-0.2953153525772665,-0.2002708308963598,-0.49558618347362626,False
